sigma,chi_mag,log_chi_mag,phi_s,unitary_error
0.6726726726726726,0.8693896041228502,-0.13996391802959035,-2.0571903226576422,0.13061039587714984
0.6736736736736737,0.8686844368292724,-0.14077535334897778,-2.051805458534353,0.13131556317072757
0.6746746746746747,0.8679798407443927,-0.1415867895403465,-2.04645375646923,0.13202015925560728
0.6756756756756757,0.8672758154017703,-0.1423982266087209,-2.0411348367975157,0.13272418459822966
0.6766766766766766,0.8665723603353521,-0.14320966455912534,-2.0358483263261364,0.13342763966464788
0.6776776776776777,0.8658694750794722,-0.14402110339658392,-2.0305938581874465,0.1341305249205278
0.6786786786786787,0.8651671591688513,-0.144832543126121,-2.0253710716970854,0.13483284083114866
0.6796796796796797,0.8644654121385971,-0.1456439837527605,-2.0201796122157973,0.13553458786140293
0.6806806806806807,0.8637642335242026,-0.14645542528152683,-2.015019131015097,0.13623576647579738
0.6816816816816816,0.8630636228615474,-0.14726686771744407,-2.0098892851466417,0.13693637713845264
0.6826826826826827,0.862363579686896,-0.14807831106553637,-2.0047897373151944,0.13763642031310397
0.6836836836836837,0.8616641035368987,-0.14888975533082766,-1.9997201557550581,0.1383358964631013
0.6846846846846847,0.8609651939485902,-0.149701200518342,-1.9946802141098647,0.13903480605140983
0.6856856856856857,0.8602668504593896,-0.15051264663310357,-1.9896695913156166,0.13973314954061045
0.6866866866866866,0.8595690726071005,-0.15132409368013625,-1.9846879714868706,0.14043092739289953
0.6876876876876877,0.8588718599299101,-0.1521355416644642,-1.979735043805965,0.1411281400700899
0.6886886886886887,0.8581752119663896,-0.152946990591111,-1.9748105024151965,0.14182478803361043
0.6896896896896897,0.8574791282554928,-0.1537584404651008,-1.96991404631184,0.14252087174450723
0.6906906906906907,0.8567836083365566,-0.15456989129145746,-1.9650453792459432,0.14321639166344335
0.6916916916916916,0.8560886517493007,-0.1553813430752048,-1.9602042096207883,0.1439113482506993
0.6926926926926927,0.8553942580338266,-0.15619279582136672,-1.9553902503959486,0.14460574196617337
0.6936936936936937,0.8547004267306181,-0.15700424953496697,-1.9506032189928584,0.14529957326938192
0.6946946946946947,0.8540071573805403,-0.15781570422102917,-1.9458428372028125,0.14599284261945966
0.6956956956956957,0.8533144495248397,-0.15862715988457723,-1.9411088310973283,0.1466855504751603
0.6966966966966966,0.8526223027051436,-0.15943861653063482,-1.9364009309407937,0.1473776972948564
0.6976976976976977,0.85193071646346,-0.16025007416422565,-1.9317188711053308,0.14806928353654003
0.6986986986986987,0.8512396903421771,-0.16106153279037336,-1.9270623899878125,0.14876030965782294
0.6996996996996997,0.8505492238840632,-0.1618729924141014,-1.9224312299289597,0.14945077611593682
0.7007007007007007,0.8498593166322661,-0.16268445304043352,-1.917825137134465,0.1501406833677339
0.7017017017017017,0.8491699681303129,-0.16349591467439334,-1.913243861598077,0.15083003186968713
